Country,Region,Status,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Adult_mortality_cat,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,GDP_per_capita_cat,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Schooling_cat,Life_expectancy
"Egypt, Arab Rep.",Africa,Developing,2014,20.5,24.3,151.4815,Medio,0.19,94,64,29.3,94,94,0.13,3490,Medio,90.42,2.8,2.8,7,Medio,71.1
"Egypt, Arab Rep.",Africa,Developing,2015,19.8,23.3,149.529,Medio,0.18,93,64,29.5,93,93,0.13,3563,Medio,92.44,2.8,2.8,7.1,Medio,71.3
El Salvador,Central America and Caribbean,Developing,2000,27.4,33.2,220.1275,Alto,2.65,99,79,26,98,99,0.41,2993,Medio,5.89,2.1,2,5.2,Bajo,68.9
El Salvador,Central America and Caribbean,Developing,2001,26,31.3,218.122,Alto,2.76,75,79,26.1,94,92,0.39,2999,Medio,5.93,2.1,2,5.3,Bajo,69.2
El Salvador,Central America and Caribbean,Developing,2002,24.7,29.6,216.117,Alto,2.85,81,81,26.2,81,81,0.37,3029,Medio,5.96,2,1.9,5.5,Bajo,69.4
El Salvador,Central America and Caribbean,Developing,2003,23.5,28.1,213.592,Alto,2.91,94,77,26.4,93,94,0.35,3060,Medio,5.99,2,1.9,5.7,Bajo,69.7
El Salvador,Central America and Caribbean,Developing,2004,22.4,26.6,211.067,Medio,2.78,90,80,26.5,90,90,0.32,3072,Medio,6.02,1.9,1.8,5.8,Bajo,69.9
El Salvador,Central America and Caribbean,Developing,2005,21.2,25.1,208.5415,Medio,2.68,89,85,26.6,89,89,0.3,3140,Medio,6.05,1.9,1.8,6,Bajo,70.1
El Salvador,Central America and Caribbean,Developing,2006,20.2,23.8,206.0165,Medio,2.67,96,89,26.7,96,96,0.28,3262,Medio,6.08,1.8,1.7,6.4,Medio,70.3
El Salvador,Central America and Caribbean,Developing,2007,19.2,22.6,203.491,Medio,2.73,99,86,26.8,99,99,0.27,3308,Medio,6.11,1.8,1.7,5.8,Bajo,70.5
El Salvador,Central America and Caribbean,Developing,2008,18.3,21.4,200.807,Medio,2.59,98,79,26.9,98,98,0.25,3364,Medio,6.13,1.8,1.7,6.4,Medio,70.8
El Salvador,Central America and Caribbean,Developing,2009,17.4,20.4,198.1225,Medio,2.48,91,82,27,91,91,0.24,3280,Medio,6.16,1.7,1.6,6.5,Medio,71
El Salvador,Central America and Caribbean,Developing,2010,16.6,19.4,195.439,Medio,2.3,89,78,27.1,89,89,0.22,3335,Medio,6.18,1.7,1.6,7.1,Medio,71.2
El Salvador,Central America and Caribbean,Developing,2011,15.8,18.5,192.7545,Medio,2.31,89,81,27.2,90,89,0.21,3447,Medio,6.21,1.7,1.6,6.5,Medio,71.4
El Salvador,Central America and Caribbean,Developing,2012,15.1,17.6,190.07,Medio,2.41,92,95,27.3,93,92,0.2,3529,Medio,6.24,1.6,1.6,6.7,Medio,71.7
El Salvador,Central America and Caribbean,Developing,2013,14.4,16.8,187.4335,Medio,2.35,92,85,27.4,92,92,0.19,3591,Medio,6.27,1.6,1.6,6.6,Medio,71.9
El Salvador,Central America and Caribbean,Developing,2014,13.8,16.1,184.7965,Medio,2.45,93,85,27.5,93,94,0.19,3636,Medio,6.3,1.6,1.6,6.5,Medio,72.2
El Salvador,Central America and Caribbean,Developing,2015,13.3,15.5,182.1595,Medio,2.54,91,88,27.6,92,91,0.18,3706,Medio,6.33,1.6,1.5,6.6,Medio,72.4
Equatorial Guinea,Africa,Developing,2000,107.1,155.7,333.2235,Alto,6.7,46,64,22.6,41,34,3.27,4454,Medio,0.61,10.7,10.6,5.4,Bajo,53.3
Equatorial Guinea,Africa,Developing,2001,104.4,151.4,332.218,Alto,6.79,46,64,22.7,43,35,3.44,6983,Medio,0.63,10.6,10.4,5.4,Bajo,53.6
Equatorial Guinea,Africa,Developing,2002,101.7,147.1,331.213,Alto,7.12,46,64,22.8,45,36,3.61,8004,Medio,0.66,10.4,10.3,5.4,Bajo,53.8
Equatorial Guinea,Africa,Developing,2003,99,142.8,332.349,Alto,7.87,46,64,22.9,47,37,3.69,8745,Alto,0.69,10.2,10.1,5.4,Bajo,54.1
Equatorial Guinea,Africa,Developing,2004,96.1,138.2,333.4845,Alto,8.11,46,64,23,49,38,3.86,11559,Alto,0.72,10,10,5.4,Bajo,54.3
Equatorial Guinea,Africa,Developing,2005,93.2,133.5,334.6205,Alto,7.82,46,64,23.1,51,39,4.01,12908,Alto,0.75,9.8,9.8,5.4,Bajo,54.4
Equatorial Guinea,Africa,Developing,2006,90.3,129,335.756,Alto,8.7,46,64,23.2,53,40,4.02,13283,Alto,0.78,9.7,9.6,5.4,Bajo,54.6
Equatorial Guinea,Africa,Developing,2007,87.4,124.4,336.8925,Alto,8.31,46,64,23.3,55,41,4.21,14620,Alto,0.82,9.5,9.5,5.4,Bajo,54.8
Equatorial Guinea,Africa,Developing,2008,84.5,119.7,334.523,Alto,7.71,46,64,23.4,57,42,4.23,16439,Alto,0.86,9.3,9.3,5.4,Bajo,55.1
Equatorial Guinea,Africa,Developing,2009,81.7,115.3,332.154,Alto,7.2,46,64,23.4,59,43,4.39,15906,Alto,0.9,9.2,9.2,5.5,Bajo,55.3
Equatorial Guinea,Africa,Developing,2010,79.1,111.2,329.7845,Alto,8.96,46,64,23.5,61,44,4.42,13841,Alto,0.94,9,9,5.5,Bajo,55.6
Equatorial Guinea,Africa,Developing,2011,76.7,107.4,327.4155,Alto,9.38,46,64,23.6,60,41,4.58,14099,Alto,0.99,8.9,8.8,5.5,Bajo,55.9
Equatorial Guinea,Africa,Developing,2012,74.3,103.6,325.0465,Alto,9.79,46,64,23.7,58,24,4.63,14614,Alto,1.03,8.7,8.7,5.5,Bajo,56.3
Equatorial Guinea,Africa,Developing,2013,72.1,100.2,326.2985,Alto,8.95,46,64,23.8,57,30,4.43,13422,Alto,1.08,8.6,8.6,5.5,Bajo,56.6
Equatorial Guinea,Africa,Developing,2014,69.9,96.8,327.5505,Alto,8.64,53,64,23.9,55,20,4.04,12927,Alto,1.12,8.5,8.4,5.5,Bajo,57
Equatorial Guinea,Africa,Developing,2015,67.6,93.2,328.8035,Alto,8.11,40,64,23.9,37,16,4.2,11283,Alto,1.17,8.4,8.3,5.5,Bajo,57.4
Eritrea,Africa,Developing,2000,56.1,85.2,370.455,Alto,0.88,87,88,20.1,82,81,0.7,828,Bajo,2.29,10.2,10.1,3.7,Bajo,55.3
Eritrea,Africa,Developing,2001,53.8,81.1,371.292,Alto,0.67,87,88,20.2,89,86,0.59,870,Bajo,2.37,10,10,3.7,Bajo,55.9
Eritrea,Africa,Developing,2002,51.6,77.3,372.128,Alto,0.89,86,88,20.2,92,90,0.51,857,Bajo,2.48,9.9,9.9,3.7,Bajo,56.5
Eritrea,Africa,Developing,2003,49.6,73.8,360.1825,Alto,0.62,91,88,20.3,95,93,0.47,796,Bajo,2.6,9.7,9.7,3.7,Bajo,57.2
Eritrea,Africa,Developing,2004,47.8,70.5,348.2365,Alto,0.72,84,88,20.3,98,98,0.43,772,Bajo,2.72,9.6,9.6,3.7,Bajo,57.9
Eritrea,Africa,Developing,2005,46.1,67.5,336.291,Alto,1.18,96,88,20.4,96,96,0.38,762,Bajo,2.83,9.4,9.5,3.7,Bajo,58.7
Eritrea,Africa,Developing,2006,44.5,64.6,324.3455,Alto,1.29,94,88,20.4,94,94,0.35,731,Bajo,2.92,9.3,9.3,3.7,Bajo,59.5
Eritrea,Africa,Developing,2007,43,61.9,312.3995,Alto,1.75,91,88,20.4,95,91,0.3,722,Bajo,3,9.2,9.2,3.8,Bajo,60.2
Eritrea,Africa,Developing,2008,41.5,59.4,304.7255,Alto,0.66,94,88,20.5,95,94,0.29,638,Bajo,3.06,9.1,9.1,3.8,Bajo,61
Eritrea,Africa,Developing,2009,40.2,57.1,297.051,Alto,0.85,92,88,20.5,95,92,0.28,650,Bajo,3.12,9,8.9,3.8,Bajo,61.6
Eritrea,Africa,Developing,2010,39,55.1,289.377,Alto,1.13,95,88,20.5,95,90,0.25,654,Bajo,3.17,8.9,8.8,3.9,Bajo,62.2
Eritrea,Africa,Developing,2011,37.9,53.1,281.703,Alto,1.19,96,88,20.6,94,96,0.22,701,Bajo,3.21,8.8,8.7,3.9,Bajo,62.7
Eritrea,Africa,Developing,2012,36.8,51.2,274.029,Alto,1.03,94,88,20.6,94,94,0.18,699,Bajo,3.28,8.7,8.6,3.9,Bajo,63.2
Eritrea,Africa,Developing,2013,35.8,49.5,267.946,Alto,1.03,94,88,20.6,94,94,0.16,761,Bajo,3.34,8.6,8.4,3.9,Bajo,63.7
Eritrea,Africa,Developing,2014,34.9,47.9,261.8635,Alto,1.03,94,88,20.6,94,94,0.13,828,Bajo,3.41,8.5,8.3,3.9,Bajo,64.2
Eritrea,Africa,Developing,2015,34,46.3,255.781,Alto,1.03,95,88,20.7,95,95,0.1,901.1,Bajo,3.5,8.4,8.2,3.9,Bajo,64.7
Estonia,European Union,Developed,2000,8.7,10.9,213.0375,Alto,9.03,93,89,25.4,93,93,0.08,9960,Alto,1.4,2.5,2.5,11.7,Alto,70.4
Estonia,European Union,Developed,2001,8,10.1,223.511,Alto,10.1,93,84,25.5,94,94,0.08,10626,Alto,1.39,2.4,2.5,11.8,Alto,70.3
Estonia,European Union,Developed,2002,7.3,9.3,211.7,Alto,12.16,93,94,25.6,94,94,0.08,11417,Alto,1.38,2.3,2.4,11.9,Alto,70.9
Estonia,European Union,Developed,2003,6.7,8.5,199.678,Medio,11.64,93,96,25.7,95,94,0.08,12362,Alto,1.37,2.2,2.3,11.9,Alto,71.3
Estonia,European Union,Developed,2004,6.2,7.8,194.0975,Medio,15.52,90,97,25.8,95,94,0.08,13283,Alto,1.36,2.2,2.3,12,Alto,71.9
Estonia,European Union,Developed,2005,5.7,7.2,186.7535,Medio,16.58,95,98,25.8,96,96,0.08,14631,Alto,1.35,2.1,2.2,12.1,Alto,72.6
Estonia,European Union,Developed,2006,5.2,6.6,184.2685,Medio,17.87,95,98,25.9,95,95,0.08,16155,Alto,1.35,2.1,2.2,12.2,Alto,72.7
Estonia,European Union,Developed,2007,4.7,6,184.639,Medio,17.47,95,96,26,95,95,0.08,17459,Alto,1.34,2,2.1,12.2,Alto,72.8
Estonia,European Union,Developed,2008,4.3,5.5,164.1015,Medio,16.61,94,97,26,95,95,0.08,16608,Alto,1.34,2,2.1,12.3,Alto,73.8
Estonia,European Union,Developed,2009,4,5,153.3555,Medio,14.66,95,96,26.1,95,95,0.08,14205,Alto,1.33,2,2,12.4,Alto,74.8
Estonia,European Union,Developed,2010,3.6,4.6,135.396,Medio,14.97,94,95,26.1,94,94,0.08,14586,Alto,1.33,1.9,2,12.5,Alto,75.4
Estonia,European Union,Developed,2011,3.3,4.2,137.323,Medio,16.27,94,95,26.2,93,93,0.08,15693,Alto,1.33,1.9,2,12.5,Alto,76.2
Estonia,European Union,Developed,2012,3,3.9,133.087,Medio,16.96,94,94,26.2,94,94,0.08,16257,Alto,1.32,1.9,1.9,12.5,Alto,76.3
Estonia,European Union,Developed,2013,2.8,3.6,118.171,Bajo,17.75,93,92,26.3,94,94,0.08,16553,Alto,1.32,1.9,1.9,12.6,Alto,77.1
Estonia,European Union,Developed,2014,2.6,3.3,123.2,Bajo,17.29,93,93,26.3,93,93,0.08,17097,Alto,1.31,1.9,1.9,12.6,Alto,77
Estonia,European Union,Developed,2015,2.4,3.1,116.351,Bajo,16.72,91,92,26.4,93,93,0.08,17402,Alto,1.32,1.9,1.9,12.7,Alto,77.6
Eswatini,Africa,Developing,2000,67.8,112.2,559.1865,Alto,6.8,83,99,25.5,87,84,21.68,2472,Medio,1.01,9.4,9.6,3.9,Bajo,47.5
Eswatini,Africa,Developing,2001,69,115.8,591.9355,Alto,6.7,86,99,25.6,87,84,20.8,2477,Medio,1.01,9,9.2,3.7,Bajo,45.8
Eswatini,Africa,Developing,2002,69.6,117.7,624.685,Alto,5.51,88,99,25.6,87,85,20.31,2572,Medio,1.02,8.6,8.8,3.6,Bajo,44.4
Eswatini,Africa,Developing,2003,69.8,119.2,615.708,Alto,5.62,90,99,25.7,87,85,20.22,2662,Medio,1.02,8.2,8.4,3.4,Bajo,43.4
Eswatini,Africa,Developing,2004,69.1,119.7,606.731,Alto,5.76,93,99,25.8,88,86,19.93,2749,Medio,1.03,7.7,7.9,4,Bajo,42.7
Eswatini,Africa,Developing,2005,68.3,119.4,597.7545,Alto,5.05,95,99,25.9,88,86,19.87,2902,Medio,1.03,7.3,7.5,4.5,Bajo,42.5
Eswatini,Africa,Developing,2006,58.8,109,588.7775,Alto,6.26,93,99,26,88,87,18.94,3060,Medio,1.04,6.9,7.1,5.1,Bajo,42.7
Eswatini,Africa,Developing,2007,59.3,103.8,579.801,Alto,6.34,92,99,26.1,88,87,18.67,3175,Medio,1.04,6.5,6.7,5.3,Bajo,43.3
Eswatini,Africa,Developing,2008,61.1,101.9,555.8025,Alto,5.64,90,99,26.2,89,88,18.5,3179,Medio,1.05,6.1,6.3,5.4,Bajo,44.2
Eswatini,Africa,Developing,2009,57.9,96,531.8035,Alto,5.65,88,99,26.3,89,88,17.36,3206,Medio,1.06,5.8,5.9,5.6,Bajo,45.3
Eswatini,Africa,Developing,2010,54.7,85.5,507.805,Alto,6.49,89,99,26.4,89,89,16.96,3304,Medio,1.06,5.4,5.6,5.7,Bajo,46.6
Eswatini,Africa,Developing,2011,51.5,73.4,483.806,Alto,6.89,91,92,26.4,85,91,15.78,3356,Medio,1.07,5.1,5.2,5.9,Bajo,48.1
Eswatini,Africa,Developing,2012,50.6,66,459.807,Alto,6.49,95,52,26.5,92,95,15.74,3513,Medio,1.08,4.8,4.9,6.1,Bajo,49.9
Eswatini,Africa,Developing,2013,49.5,62.5,451.479,Alto,7.36,98,89,26.6,98,98,15.83,3624,Medio,1.09,4.5,4.6,6.3,Medio,51.7
Eswatini,Africa,Developing,2014,50.1,62.4,443.15,Alto,7.28,98,89,26.7,98,98,15.74,3630,Medio,1.1,4.3,4.3,6.5,Medio,53.6
Eswatini,Africa,Developing,2015,45.2,57.2,434.821,Alto,7.49,90,83,26.8,84,90,14.3,3680,Medio,1.1,4,4.1,6.5,Medio,55.4
Ethiopia,Africa,Developing,2000,87.2,140.7,387.2035,Alto,0.19,52,64,19.8,55,30,1.2,262,Bajo,66.22,11.9,11.8,1.5,Bajo,51.9
Ethiopia,Africa,Developing,2001,83.8,134.6,386.2285,Alto,0.2,52,64,19.9,54,32,1.06,276,Bajo,68.16,11.8,11.7,1.6,Bajo,52.6
Ethiopia,Africa,Developing,2002,80.3,128.3,385.253,Alto,0.16,52,64,20,55,35,0.95,272,Bajo,70.14,11.7,11.6,1.7,Bajo,53.3
Ethiopia,Africa,Developing,2003,76.7,121.8,369.5585,Alto,0.14,52,64,20,54,37,0.83,259,Bajo,72.17,11.6,11.5,1.7,Bajo,54.2
Ethiopia,Africa,Developing,2004,73.1,115.3,353.864,Alto,0.21,52,64,20.1,54,40,0.73,286,Bajo,74.24,11.5,11.3,1.8,Bajo,55.2
Ethiopia,Africa,Developing,2005,69.5,108.9,338.17,Alto,0.21,52,64,20.1,56,44,0.65,310,Bajo,76.35,11.5,11.2,1.9,Bajo,56.2
Ethiopia,Africa,Developing,2006,66.1,102.8,322.4755,Alto,0.29,52,64,20.2,59,46,0.58,335,Bajo,78.49,11.4,11.1,2,Bajo,57.3
Ethiopia,Africa,Developing,2007,62.8,97,306.7815,Alto,0.31,47,64,20.2,61,50,0.52,363,Bajo,80.67,11.3,11,2.1,Bajo,58.5
Ethiopia,Africa,Developing,2008,59.8,91.6,293.293,Alto,0.32,52,64,20.2,63,54,0.44,391,Bajo,82.92,11.2,10.9,2.2,Bajo,59.6
Ethiopia,Africa,Developing,2009,57,86.7,279.805,Alto,0.32,56,64,20.3,65,58,0.4,414,Bajo,85.23,11.1,10.8,2.3,Bajo,60.6
Ethiopia,Africa,Developing,2010,54.3,82,266.317,Alto,0.4,62,64,20.3,69,61,0.36,453,Bajo,87.64,11,10.7,2.3,Bajo,61.6
Ethiopia,Africa,Developing,2011,51.9,77.7,252.8295,Alto,0.45,65,64,20.4,70,65,0.32,490,Bajo,90.14,10.9,10.6,2.4,Bajo,62.5
Ethiopia,Africa,Developing,2012,49.5,73.5,239.3415,Alto,0.54,69,64,20.4,70,69,0.28,518,Bajo,92.73,10.7,10.5,2.4,Bajo,63.3
Ethiopia,Africa,Developing,2013,47.3,69.6,234.3685,Alto,0.57,72,64,20.5,70,72,0.25,556,Bajo,95.39,10.6,10.4,2.5,Bajo,64
Ethiopia,Africa,Developing,2014,45.2,65.9,229.3955,Alto,0.65,77,64,20.5,68,77,0.22,596,Bajo,98.09,10.5,10.3,2.5,Bajo,64.5
Ethiopia,Africa,Developing,2015,43.2,62.4,224.423,Alto,0.76,77,64,20.5,75,77,0.19,641,Bajo,100.84,10.4,10.2,2.6,Bajo,65
Fiji,Oceania,Developing,2000,19.1,22.4,219.344,Alto,2.46,98,84,26.3,91,90,0.03,4107,Medio,0.81,4.3,4,9.6,Alto,65.7
Fiji,Oceania,Developing,2001,19,22.3,218.489,Alto,2.35,98,85,26.4,92,91,0.03,4174,Medio,0.81,4.3,4,9.5,Medio,65.9
Fiji,Oceania,Developing,2002,19,22.4,217.6345,Alto,2.27,99,82,26.4,94,93,0.03,4301,Medio,0.82,4.2,3.9,9.4,Medio,66
Fiji,Oceania,Developing,2003,19.2,22.5,215.093,Alto,2.07,99,85,26.5,95,94,0.04,4339,Medio,0.82,4.2,3.9,9.3,Medio,66.2
Fiji,Oceania,Developing,2004,19.4,22.8,212.551,Alto,2.05,99,87,26.6,96,95,0.04,4559,Medio,0.82,4.2,3.9,9.3,Medio,66.2
Fiji,Oceania,Developing,2005,19.7,23.1,210.0095,Medio,2.03,99,74,26.7,97,96,0.04,4570,Medio,0.82,4.1,3.8,9.2,Medio,66.3
Fiji,Oceania,Developing,2006,19.9,23.4,207.4675,Medio,2.07,99,94,26.8,98,98,0.05,4620,Medio,0.83,4.1,3.8,9.3,Medio,66.4
Fiji,Oceania,Developing,2007,20.1,23.7,204.926,Medio,2.1,99,94,26.9,99,99,0.05,4535,Medio,0.84,4.1,3.8,9.3,Medio,66.4
Fiji,Oceania,Developing,2008,20.2,23.8,202.2175,Medio,1.96,99,94,27,99,99,0.06,4532,Medio,0.85,4,3.7,9.4,Medio,66.5
Fiji,Oceania,Developing,2009,20.1,23.7,199.509,Medio,2.32,99,94,27.1,99,99,0.07,4426,Medio,0.85,4,3.7,9.5,Medio,66.6
Fiji,Oceania,Developing,2010,20,23.6,196.8,Medio,2.42,99,94,27.2,99,99,0.09,4524,Medio,0.86,4,3.7,9.6,Alto,66.7
Fiji,Oceania,Developing,2011,20,23.6,194.092,Medio,2.31,99,94,27.3,99,99,0.1,4627,Medio,0.86,4,3.7,9.8,Alto,66.8
Fiji,Oceania,Developing,2012,20,23.5,191.3835,Medio,2.43,99,94,27.3,99,99,0.11,4683,Medio,0.87,4,3.7,10.1,Alto,66.9
Fiji,Oceania,Developing,2013,20.1,23.7,189.542,Medio,2.53,99,94,27.4,99,99,0.11,4902,Medio,0.87,4,3.7,10.3,Alto,67
Fiji,Oceania,Developing,2014,20.3,23.9,187.7,Medio,2.67,99,94,27.5,99,99,0.11,5172,Medio,0.87,4,3.7,10.5,Alto,67
Fiji,Oceania,Developing,2015,20.6,24.4,185.858,Medio,2.63,99,94,27.6,99,99,0.12,5391,Medio,0.87,4,3.7,10.8,Alto,67.1
Finland,European Union,Developed,2000,3.5,4.3,103.8765,Bajo,8.88,88,92,25.7,96,99,0.08,37884,Alto,5.18,0.9,0.9,9.3,Medio,77.5
Finland,European Union,Developed,2001,3.4,4.2,98.8365,Bajo,8.94,88,92,25.8,95,98,0.08,38785,Alto,5.19,0.9,0.8,9.4,Medio,78
Finland,European Union,Developed,2002,3.3,4.1,97.1345,Bajo,9.25,88,92,25.8,95,98,0.08,39351,Alto,5.2,0.9,0.8,9.5,Medio,78.1
Finland,European Union,Developed,2003,3.3,4,96.4225,Bajo,9.31,88,92,25.8,96,98,0.08,40044,Alto,5.21,0.9,0.8,9.6,Alto,78.4
Finland,European Union,Developed,2004,3.2,3.9,98.807,Bajo,9.89,88,92,25.9,96,98,0.08,41522,Alto,5.23,0.9,0.8,11.9,Alto,78.7
Finland,European Union,Developed,2005,3.1,3.7,99.9665,Bajo,9.95,88,92,25.9,97,97,0.08,42531,Alto,5.25,0.9,0.8,12,Alto,78.8
Finland,European Union,Developed,2006,3,3.6,94.799,Bajo,10.15,88,92,25.9,97,97,0.08,44074,Alto,5.27,0.9,0.8,12,Alto,79.2
Finland,European Union,Developed,2007,2.8,3.5,95.089,Bajo,10.45,88,92,25.9,97,99,0.08,46213,Alto,5.29,0.9,0.8,12,Alto,79.3
Finland,European Union,Developed,2008,2.7,3.3,92.96,Bajo,10.26,88,92,25.9,97,99,0.08,46359,Alto,5.31,0.9,0.8,12.2,Alto,79.6
Finland,European Union,Developed,2009,2.6,3.2,89.883,Bajo,9.96,88,92,26,99,99,0.08,42412,Alto,5.34,0.9,0.8,12.2,Alto,79.7
Finland,European Union,Developed,2010,2.5,3,87.05,Bajo,9.72,88,92,26,99,99,0.08,43564,Alto,5.36,0.9,0.8,12.3,Alto,79.9
Finland,European Union,Developed,2011,2.4,2.9,83.0505,Bajo,9.81,88,92,26,99,99,0.08,44467,Alto,5.39,0.9,0.8,12.3,Alto,80.5
Finland,European Union,Developed,2012,2.3,2.8,79.341,Bajo,9.27,88,92,26,99,99,0.08,43637,Alto,5.41,0.9,0.8,12.4,Alto,80.6
Finland,European Union,Developed,2013,2.2,2.7,76.567,Bajo,9.08,88,92,26,98,98,0.08,43045,Alto,5.44,0.9,0.8,12.3,Alto,81
Finland,European Union,Developed,2014,2.1,2.6,72.193,Bajo,8.76,88,92,25.9,98,98,0.08,42711,Alto,5.46,0.9,0.8,12.4,Alto,81.2
Finland,European Union,Developed,2015,2,2.5,68.8685,Bajo,8.52,88,92,25.9,97,97,0.08,42802,Alto,5.48,0.9,0.8,12.4,Alto,81.5
France,European Union,Developed,2000,4.1,5.4,99.7875,Bajo,13.92,26,65,24.8,98,97,0.11,33597,Alto,60.91,0.7,0.6,9.8,Alto,79.1
France,European Union,Developed,2001,3.9,5.3,99.592,Bajo,14.15,28,65,24.9,98,97,0.11,34015,Alto,61.36,0.7,0.6,10,Alto,79.2
France,European Union,Developed,2002,3.7,5.1,98.657,Bajo,13.92,29,65,24.9,97,97,0.11,34152,Alto,61.81,0.7,0.6,10.1,Alto,79.3
France,European Union,Developed,2003,3.6,4.9,97.437,Bajo,13.45,28,65,24.9,96,97,0.11,34190,Alto,62.24,0.6,0.6,10.2,Alto,79.1
France,European Union,Developed,2004,3.4,4.8,92.3955,Bajo,13.14,35,65,25,99,98,0.11,34900,Alto,62.7,0.6,0.6,10.3,Alto,80.2
France,European Union,Developed,2005,3.3,4.6,91.6715,Bajo,12.88,35,65,25,98,98,0.11,35214,Alto,63.18,0.6,0.6,10.4,Alto,80.2
France,European Union,Developed,2006,3.3,4.5,89.724,Bajo,13.05,39,65,25,99,99,0.11,35826,Alto,63.62,0.6,0.6,10.6,Alto,80.8
France,European Union,Developed,2007,3.2,4.4,87.7925,Bajo,12.95,42,64,25,99,98,0.11,36468,Alto,64.02,0.6,0.6,10.7,Alto,81.1
France,European Union,Developed,2008,3.2,4.4,86.635,Bajo,12.53,47,65,25,99,98,0.11,36357,Alto,64.37,0.6,0.6,10.7,Alto,81.2
France,European Union,Developed,2009,3.1,4.3,86.8955,Bajo,12.66,51,67,25,98,98,0.1,35131,Alto,64.71,0.6,0.6,10.8,Alto,81.4
France,European Union,Developed,2010,3.1,4.2,84.668,Bajo,12.3,65,61,25.1,99,99,0.1,35640,Alto,65.03,0.6,0.6,10.9,Alto,81.7
France,European Union,Developed,2011,3.1,4.2,82.572,Bajo,12.35,74,67,25.1,99,99,0.1,36246,Alto,65.34,0.6,0.6,10.9,Alto,82.1
France,European Union,Developed,2012,3.1,4.1,80.3445,Bajo,12.22,78,72,25,99,99,0.1,36183,Alto,65.66,0.6,0.6,11,Alto,82
France,European Union,Developed,2013,3.1,4.1,77.9145,Bajo,11.73,74,75,25,99,99,0.1,36205,Alto,66,0.6,0.6,11.2,Alto,82.2
France,European Union,Developed,2014,3.1,4.1,74.8905,Bajo,12.07,83,77,25,98,98,0.1,36379,Alto,66.31,0.6,0.6,11.4,Alto,82.7
France,European Union,Developed,2015,3.2,4.2,75.4835,Bajo,11.87,86,79,25,97,98,0.09,36653,Alto,66.55,0.7,0.6,11.5,Alto,82.3
Gabon,Africa,Developing,2000,53.3,82.9,315.436,Alto,8.89,70,64,23.7,44,45,3.95,7888,Medio,1.23,8,7.8,6.2,Medio,58.3
Gabon,Africa,Developing,2001,52.3,81.4,321.9725,Alto,9.27,70,64,23.8,44,45,3.6,7867,Medio,1.26,7.8,7.7,6.3,Medio,58
Gabon,Africa,Developing,2002,51.2,79.6,328.5085,Alto,8.29,70,64,23.9,44,45,3.33,7662,Medio,1.29,7.7,7.5,6.5,Medio,57.8
Gabon,Africa,Developing,2003,50.2,77.8,323.9475,Alto,6.41,70,64,24,44,45,3,7647,Medio,1.32,7.5,7.4,6.6,Medio,57.8
Gabon,Africa,Developing,2004,49,75.8,319.386,Alto,8.02,70,64,24.2,44,45,2.84,7507,Medio,1.35,7.4,7.2,6.8,Medio,57.9
Gabon,Africa,Developing,2005,47.7,73.6,314.8255,Alto,7.56,70,64,24.3,44,45,2.59,7504,Medio,1.39,7.2,7.1,6.9,Medio,58.2
Gabon,Africa,Developing,2006,46.6,71.6,310.2645,Alto,7.77,52,64,24.4,44,45,2.5,7092,Medio,1.43,7.1,6.9,7,Medio,58.6
Gabon,Africa,Developing,2007,45.2,69.2,305.7035,Alto,8.65,75,64,24.5,78,81,2.26,7301,Medio,1.47,6.9,6.8,7.2,Medio,59.2
Gabon,Africa,Developing,2008,43.9,66.7,295.939,Alto,8.31,82,64,24.6,81,82,2.15,6846,Medio,1.52,6.8,6.6,7.3,Medio,59.9
Gabon,Africa,Developing,2009,42.9,64.2,286.1745,Alto,8.12,79,64,24.6,74,76,2.03,6635,Medio,1.57,6.7,6.5,7.4,Medio,60.6
Gabon,Africa,Developing,2010,41.6,61.7,276.4095,Alto,8.36,67,64,24.7,68,67,1.9,6864,Medio,1.62,6.5,6.4,7.6,Medio,61.4
Gabon,Africa,Developing,2011,40.4,59.3,266.645,Alto,8.01,75,64,24.8,75,75,1.73,7086,Medio,1.68,6.4,6.3,7.7,Medio,62.2
Gabon,Africa,Developing,2012,39.1,57.1,256.88,Alto,7.47,82,64,24.9,80,82,1.57,7181,Medio,1.75,6.3,6.2,7.8,Medio,62.9
Gabon,Africa,Developing,2013,37.9,54.9,250.7575,Alto,7.57,79,64,25,77,79,1.37,7305,Medio,1.82,6.2,6.1,8.1,Medio,63.6
Gabon,Africa,Developing,2014,37.2,52.8,244.635,Alto,8.21,70,64,25.1,68,70,1.24,7350,Medio,1.88,6.1,6,8.1,Medio,64.3
Gabon,Africa,Developing,2015,36.1,50.3,238.5125,Alto,8.06,80,64,25.2,79,80,1.09,7385,Medio,1.95,6.1,5.9,8.1,Medio,64.9
"Gambia, The",Africa,Developing,2000,61.6,113.4,300.7215,Alto,3.16,91,64,21.9,84,80,1.68,729,Bajo,1.32,10.2,10.2,2,Bajo,56
"Gambia, The",Africa,Developing,2001,59.8,108.7,298.2375,Alto,3.28,91,64,22.1,85,87,1.71,747,Bajo,1.36,10,10,2.1,Bajo,56.4
